price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
0,2016,ram,3500 laramie 4x4,like new,6 cylinders,diesel,127000,clean,automatic,4wd,truck
3475,2005,cadillac,escalade,,8 cylinders,gas,259337,clean,automatic,,SUV
0,2015,gmc,sierra 1500 slt 4x4,like new,8 cylinders,gas,1111111,clean,automatic,4wd,truck
0,2014,ford,f150 xlt 4x4,like new,8 cylinders,gas,1111111,clean,automatic,4wd,truck
36495,2017,rover,discovery sport,,4 cylinders,gas,88,clean,automatic,4wd,SUV
20300,2017,ford,transit 150,excellent,6 cylinders,gas,141625,clean,automatic,rwd,van
29600,2019,gmc,savana,like new,8 cylinders,gas,30052,clean,automatic,rwd,van
9500,2014,ford,transit connect,excellent,4 cylinders,gas,219581,clean,automatic,fwd,van
36700,2019,ford,transit 250,excellent,6 cylinders,gas,14985,clean,automatic,rwd,van
37900,2020,chevrolet,silverado 1500,like new,8 cylinders,gas,5622,clean,automatic,rwd,truck
32800,2018,ford,transit,excellent,6 cylinders,gas,43479,clean,automatic,rwd,van
31900,2019,ford,transit 250,excellent,6 cylinders,gas,29497,clean,automatic,rwd,van
38300,2020,ford,transit,like new,6 cylinders,gas,7540,clean,automatic,rwd,van
34800,2019,ford,transit,excellent,6 cylinders,gas,31020,clean,automatic,rwd,van
24900,2016,ford,econoline,excellent,8 cylinders,gas,122238,clean,automatic,rwd,truck
45200,2017,bmw,640i coupe,like new,6 cylinders,gas,35109,clean,automatic,,
32590,2020,,Genesis G70 2.0T Sedan 4D,good,,other,4171,clean,other,,sedan
39888,2019,honda,civic type r,like new,,gas,9528,clean,manual,,hatchback
16902,2020,toyota,corolla,,,gas,11692,clean,automatic,fwd,
16598,2015,ford,explorer,,,gas,97987,clean,automatic,fwd,
18444,2015,lincoln,mkc,,,gas,68953,clean,automatic,,
11977,2014,nissan,pathfinder,,,gas,131033,clean,automatic,fwd,
9277,2005,lexus,ls 430,,,gas,130586,clean,automatic,rwd,
3200,1997,honda,crv ex awd,good,4 cylinders,gas,155000,clean,automatic,4wd,SUV
10990,2013,nissan,sentra s sedan 4d,good,,gas,81557,clean,other,fwd,sedan
26495,,,des-Benz CLA,,4 cylinders,gas,42455,clean,automatic,,sedan
11999,2013,audi,a4 2.0t premium plus,like new,4 cylinders,gas,96000,clean,automatic,,sedan
37995,2016,ford,f-250,,,diesel,130000,clean,automatic,,
7200,1993,pontiac,firebird trans am,good,8 cylinders,gas,111000,clean,automatic,rwd,coupe
17900,2011,chevrolet,camaro ss,good,8 cylinders,gas,133847,clean,manual,rwd,coupe
4499,2010,ford,crown victoria,,8 cylinders,gas,138895,rebuilt,automatic,rwd,sedan
15900,2011,jeep,wrangler,excellent,6 cylinders,gas,165000,clean,automatic,4wd,SUV
4500,2012,chevrolet,malibu,good,4 cylinders,gas,160000,clean,automatic,fwd,sedan
12000,2008,toyota,4runner,good,,gas,196000,clean,automatic,,
0,2006,honda,civic sedan,,4 cylinders,gas,166822,clean,automatic,fwd,sedan
7450,2004,toyota,4runner sr5,like new,6 cylinders,gas,218000,clean,automatic,rwd,SUV
32990,2018,ford,f150 super cab xlt pickup,good,8 cylinders,gas,20558,clean,other,,pickup
0,2004,lexus,es 330,,6 cylinders,gas,175945,clean,automatic,fwd,sedan
41990,2019,chevrolet,silverado 1500 double,good,,gas,10079,clean,other,4wd,pickup
199,2017,dodge,charger,,,gas,21737,clean,automatic,,
26990,2018,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,26514,clean,other,fwd,SUV
1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,bus
33990,2018,ford,f150 super cab lariat,good,6 cylinders,other,26732,clean,other,4wd,pickup
0,2006,acura,mdx,,6 cylinders,gas,194274,clean,automatic,,SUV
51990,2020,gmc,yukon slt sport utility 4d,good,8 cylinders,other,33829,clean,other,4wd,SUV
9989,2015,hyundai,elantra,,4 cylinders,gas,122666,clean,other,fwd,sedan
0,2009,gmc,sierra 1500,,8 cylinders,gas,139589,clean,other,4wd,truck
9950,2010,ford,e250,excellent,8 cylinders,gas,177000,clean,automatic,rwd,van
12900,2011,lincoln,mkx,like new,6 cylinders,gas,77101,clean,automatic,fwd,SUV
16900,2015,nissan,pathfinder sv,like new,6 cylinders,gas,78808,clean,automatic,fwd,SUV
24500,2006,ford,f550,excellent,8 cylinders,diesel,147000,clean,automatic,rwd,truck
36500,2001,,STERLING L,excellent,6 cylinders,diesel,215000,clean,manual,rwd,truck
49990,2020,gmc,yukon slt sport utility 4d,good,8 cylinders,other,31166,clean,other,4wd,SUV
0,2016,chevrolet,silverado z71 4x4,like new,8 cylinders,gas,9999999,clean,automatic,4wd,truck
0,2007,acura,rl,,6 cylinders,gas,126500,clean,automatic,,sedan
13500,1999,,INTERNATIONAL 4700,excellent,8 cylinders,diesel,79000,clean,manual,rwd,truck
0,2017,ford,f150 fx4 4x4,like new,8 cylinders,gas,9999999,clean,automatic,4wd,truck
0,2014,chevrolet,silverado z71 4x4,like new,8 cylinders,gas,9999999,clean,automatic,4wd,truck
0,2014,gmc,sierra 1500 slt z60,like new,8 cylinders,gas,9999999,clean,automatic,rwd,truck
0,2015,buick,enclave premium,like new,6 cylinders,gas,9999999,clean,automatic,rwd,SUV
47990,2020,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,29827,clean,other,,SUV
0,2014,jeep,grand cherokee summit,like new,8 cylinders,gas,9999999,clean,automatic,rwd,SUV
20495,2015,lexus,es 300h,,4 cylinders,hybrid,61063,clean,automatic,fwd,sedan
0,2016,chevrolet,silverado 2500 z71 4x4,like new,8 cylinders,diesel,9999999,clean,automatic,4wd,truck
0,2018,chevrolet,silverado 3500 ltz 4x4,like new,8 cylinders,diesel,9999999,clean,automatic,4wd,truck
36590,2020,gmc,acadia denali sport utility,good,6 cylinders,gas,33026,clean,other,,SUV
40900,2020,jeep,gladiator,,,gas,19069,clean,automatic,4wd,
29988,2019,ford,f-150,,,gas,41323,clean,automatic,rwd,
19275,2020,toyota,corolla,,,gas,11314,clean,automatic,fwd,
24958,2020,toyota,camry,,,gas,4862,clean,automatic,fwd,
0,2018,ford,edge sel,like new,6 cylinders,gas,101000,clean,automatic,fwd,SUV
0,2018,chevrolet,silverado 3500 hd 4x4,like new,8 cylinders,diesel,85000,clean,automatic,4wd,truck
0,2012,ram,3500 laramie 4x4,like new,6 cylinders,diesel,9999999,clean,automatic,4wd,truck
0,2014,ram,2500 slt 4x4,like new,6 cylinders,diesel,1111111,clean,automatic,4wd,truck
25990,2008,ram,2500 mega cab 4x4,like new,6 cylinders,diesel,172000,clean,automatic,4wd,truck
3950,2003,honda,civic ex,excellent,4 cylinders,gas,236890,clean,automatic,,
4650,2002,chevrolet,trailblazer,excellent,6 cylinders,gas,139000,clean,automatic,,SUV
0,2014,ford,f150 fx4 4x4,like new,8 cylinders,gas,8888888,clean,automatic,4wd,truck
39990,2018,toyota,4runner trd pro 4x4,like new,6 cylinders,gas,44000,clean,automatic,4wd,SUV
0,2013,gmc,sierra 2500 hd denali 4x4,like new,8 cylinders,diesel,9999999,clean,automatic,4wd,truck
0,2014,chevrolet,silverado z71 4x4,like new,8 cylinders,gas,9999999,clean,automatic,4wd,truck
12995,2008,ford,f150 xl,,,gas,93146,clean,automatic,,
15477,2015,jeep,renegade,,,gas,31743,clean,automatic,fwd,
28877,2017,nissan,armada,,,gas,112563,clean,automatic,,
36995,2012,ford,f250 super duty 4x4,,,gas,41364,clean,automatic,4wd,
31995,2017,ford,f350 super duty,,,gas,129638,clean,automatic,,
25995,2015,gmc,sierra 2500hd,,,gas,126690,clean,automatic,,
34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,4wd,
33590,2020,chevrolet,silverado 1500 double,good,8 cylinders,gas,30457,clean,other,,pickup
36990,,,des-Benz E-Class,,4 cylinders,gas,30967,clean,other,rwd,sedan
40900,2021,toyota,tacoma 4wd,good,6 cylinders,gas,1582,clean,automatic,4wd,truck
18900,2019,nissan,altima,good,4 cylinders,gas,44276,clean,automatic,fwd,sedan
10500,2010,acura,mdx,excellent,6 cylinders,gas,173000,clean,automatic,4wd,SUV
3999,2008,dodge,caliber,,4 cylinders,gas,127083,rebuilt,automatic,fwd,hatchback
28500,1966,,NOVA WAGON,good,8 cylinders,gas,86000,clean,automatic,rwd,wagon
3950,1997,lincoln,town car,,8 cylinders,gas,116895,clean,automatic,rwd,sedan
34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,4wd,
28300,2019,bmw,430 gran coupe,excellent,4 cylinders,gas,16000,clean,automatic,rwd,hatchback
5980,2005,acura,tl,,,gas,179000,clean,automatic,,
6980,2008,toyota,avalon,,,gas,158000,clean,automatic,,
3550,2009,kia,rio,,4 cylinders,gas,167205,clean,automatic,rwd,sedan
4000,2002,toyota,corolla le,like new,4 cylinders,gas,125000,clean,automatic,fwd,sedan
5980,2006,chrysler,300c,,,gas,160000,clean,automatic,,
7480,2013,hyundai,sonata gls,,,gas,117000,clean,automatic,,
24800,2013,chevrolet,avalance,,8 cylinders,gas,104352,clean,automatic,4wd,
7980,2008,nissan,titan,,,gas,200000,clean,automatic,,
0,2015,ford,e350 bus,,,gas,55000,clean,automatic,,
43590,2016,audi,s7 sedan 4d,good,8 cylinders,gas,52366,clean,other,,sedan
0,1903,chevrolet,corvette,,,gas,,clean,,,other
9900,2015,dodge,grand caravan,,6 cylinders,gas,95936,clean,automatic,fwd,
8990,2013,,smart fortwo Passion Hatchback,good,,gas,59072,clean,automatic,rwd,coupe
31500,2019,ford,f150,,6 cylinders,gas,106054,clean,automatic,4wd,
4400,2006,buick,lacrosse,,6 cylinders,gas,124201,clean,automatic,fwd,sedan
34990,2019,infiniti,q70 3.7 luxe sedan 4d,good,,other,16505,clean,other,,sedan
26990,2014,lexus,ls 460 sedan 4d,good,,other,96454,clean,automatic,rwd,sedan
17990,2020,mitsubishi,outlander sport es,good,,other,16631,clean,other,,hatchback
3400,2006,ford,taurus,,6 cylinders,gas,126139,clean,automatic,fwd,sedan
18500,2002,ford,f-350,like new,8 cylinders,diesel,203000,clean,automatic,rwd,truck
34590,2020,infiniti,qx50 luxe sport utility,good,,other,3542,clean,other,fwd,hatchback
25990,2018,mitsubishi,outlander phev gt,good,,electric,13938,clean,other,4wd,SUV
31890,2017,lexus,rc,,6 cylinders,gas,73372,clean,automatic,rwd,coupe
11987,2012,lexus,ct 200h f-sport,excellent,4 cylinders,gas,117000,clean,automatic,fwd,hatchback
49990,2020,cadillac,xt5 sport suv 4d,good,6 cylinders,gas,4322,clean,other,,SUV
26995,2015,ford,f-250,,,diesel,210000,clean,automatic,4wd,
18700,2015,audi,a3 tdi premium,excellent,,diesel,11000,clean,automatic,,
23161,2019,chrysler,300,,,gas,23461,clean,automatic,rwd,
27900,2018,ford,f-150,,,gas,50396,clean,automatic,rwd,
12307,2018,kia,soul,,,gas,95056,clean,automatic,fwd,
16520,2017,hyundai,santa fe sport,,,gas,69999,clean,automatic,fwd,
8977,2011,nissan,murano,,,gas,144503,clean,automatic,fwd,
10477,2009,chevrolet,colorado,,,gas,0,clean,automatic,,
32590,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,20425,clean,other,fwd,SUV
29890,2017,infiniti,qx70,,6 cylinders,gas,32913,clean,automatic,,SUV
5250,1999,ford,f-150,fair,8 cylinders,gas,248000,missing,automatic,rwd,pickup
45000,2007,chevrolet,corvette,like new,8 cylinders,gas,18000,clean,manual,rwd,convertible
55000,2001,ford,excursion,excellent,10 cylinders,gas,88000,clean,automatic,4wd,SUV
45000,2004,,Hummer H2,like new,8 cylinders,gas,48000,clean,automatic,4wd,SUV
130000,2019,chevrolet,corvette,like new,8 cylinders,gas,5000,clean,automatic,rwd,coupe
5500,2009,jeep,patriot,good,6 cylinders,gas,158000,clean,automatic,rwd,SUV
15000,2003,volvo,vnl 780,good,,diesel,1000000,clean,manual,,truck
4200,2007,honda,odyssey,good,6 cylinders,gas,195000,clean,automatic,fwd,mini-van
55000,2002,,freightliner fl60,excellent,,diesel,110000,clean,automatic,,truck
4500,2008,dodge,durango,excellent,8 cylinders,gas,190000,clean,automatic,rwd,SUV
6000,2010,chevrolet,cobalt,fair,,gas,80000,clean,automatic,,coupe
5500,2008,ford,focus,excellent,6 cylinders,gas,115000,clean,automatic,,sedan
9000,2011,audi,a5,good,4 cylinders,gas,102380,clean,automatic,4wd,coupe
4800,1996,toyota,4runner 4wd,good,6 cylinders,gas,314000,clean,automatic,4wd,SUV
4100,2010,hyundai,elantra touring,,4 cylinders,gas,130206,rebuilt,manual,fwd,wagon
3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,fwd,sedan
3300,1994,bmw,318ic cabrio,fair,4 cylinders,gas,304000,clean,manual,rwd,convertible
3450,2003,ford,explorer,,6 cylinders,,228634,clean,automatic,rwd,SUV
3650,2009,saturn,aura,like new,6 cylinders,gas,127658,clean,automatic,fwd,sedan
199,2017,dodge,charger,,,gas,21737,clean,automatic,,
37590,2019,acura,mdx advance pkg sport,good,,other,30356,clean,other,,other
21250,2002,ford,thunderbird,new,8 cylinders,gas,15996,clean,automatic,fwd,convertible
21250,2002,ford,thunderbird,new,8 cylinders,gas,15996,clean,automatic,fwd,convertible
4500,2007,buick,lucerne,,6 cylinders,gas,116250,clean,automatic,fwd,sedan
15990,2016,,Scion iM Hatchback 4D,good,,gas,40668,clean,other,fwd,hatchback
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,
45590,2020,acura,mdx sh-awd w/advance pkg,good,6 cylinders,gas,21711,clean,other,,other
43590,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,12012,clean,other,,other
42990,2020,acura,mdx technology pkg sport,good,,other,3207,clean,other,fwd,other
43990,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,1944,clean,other,,SUV
9000,2015,volkswagen,passat wolfsburg,excellent,4 cylinders,gas,99000,clean,automatic,fwd,sedan
1,2005,gmc,envoy,excellent,8 cylinders,gas,181000,clean,automatic,4wd,SUV
3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,fwd,sedan
34900,2019,dodge,grand caravan handicap wheelchair rear entry,,6 cylinders,,22194,clean,automatic,fwd,other
0,2018,toyota,rav4,excellent,4 cylinders,gas,29594,clean,automatic,fwd,SUV
18750,2005,,"GMC, Ford, Freightliner & More",,,diesel,161087,clean,automatic,,
32997,2018,lexus,es,excellent,6 cylinders,gas,21300,clean,automatic,fwd,sedan
47999,2013,ford,super duty f-250 srw,excellent,8 cylinders,diesel,37088,clean,automatic,4wd,pickup
28990,,,CX-5,,4 cylinders,gas,9193,clean,automatic,fwd,SUV
41590,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,20003,clean,other,,SUV
36590,2018,acura,mdx advance and,good,,other,19139,clean,automatic,fwd,SUV
20989,2019,toyota,camry,,,gas,43464,clean,automatic,fwd,
18988,2016,nissan,altima,,,gas,8876,clean,automatic,fwd,
37500,2018,ford,f-150,,,gas,30026,clean,automatic,4wd,
26990,2019,nissan,frontier,,,gas,12373,clean,automatic,rwd,
0,2005,ford,f-150,,,gas,223976,clean,automatic,rwd,
15477,2008,jeep,wrangler,,,gas,105284,clean,manual,4wd,
1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,bus
40988,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,4wd,SUV
28750,2017,ram,1500,good,8 cylinders,gas,54000,clean,automatic,rwd,
39990,2020,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237,clean,other,,other
13495,2014,chevrolet,malibu,,4 cylinders,gas,100022,clean,automatic,fwd,sedan
32000,2013,gmc,sierra denali,excellent,8 cylinders,gas,95000,clean,manual,4wd,truck
3950,1997,ford,crown victoria,,8 cylinders,gas,210965,clean,automatic,rwd,sedan
9500,1995,chevrolet,p30 step van,good,,gas,220000,clean,automatic,,
32500,1968,chevrolet,c-10 truck,like new,,gas,4709,clean,automatic,,
40000,2017,ford,f-150,like new,6 cylinders,gas,44000,clean,automatic,rwd,truck
4400,2003,lexus,rx 300,,6 cylinders,gas,193058,clean,automatic,fwd,SUV
5500,1988,nissan,300zx turbo,,,gas,220000,clean,manual,,
5980,2008,toyota,sienna,,6 cylinders,gas,212579,,automatic,fwd,
4380,2007,hyundai,entourage,,6 cylinders,gas,185852,,automatic,fwd,van
3250,2002,mercedes-benz,c230 kompressor,,,gas,210000,clean,manual,,
6980,2011,bmw,3 series,,6 cylinders,gas,147608,,manual,rwd,sedan
4250,2007,chrysler,pt cruiser,,4 cylinders,gas,94093,clean,automatic,fwd,sedan
5940,2009,mini,cooper hardtop 2 door,,4 cylinders,gas,149835,,manual,fwd,coupe
5970,2010,nissan,altima,,4 cylinders,gas,122584,,automatic,fwd,sedan
2950,2004,ford,taurus,good,6 cylinders,gas,193049,clean,automatic,fwd,sedan
21990,2020,hyundai,sonata se sedan 4d,good,,other,13793,clean,other,,sedan
20990,2020,kia,soul s wagon 4d,good,,gas,2421,clean,other,fwd,wagon
4980,2004,gmc,yukon xl,,8 cylinders,,248251,,automatic,rwd,SUV
2850,2001,ford,taurus,,6 cylinders,gas,161662,clean,automatic,fwd,sedan
20900,,,a RAV4,,4 cylinders,gas,21324,,automatic,fwd,SUV
38990,2020,acura,rdx advance pkg sport,good,,gas,14028,clean,other,fwd,SUV
4980,2011,chevrolet,cruze,,4 cylinders,gas,197456,,automatic,fwd,sedan
51990,2018,cadillac,escalade esv premium,good,8 cylinders,other,72367,clean,automatic,4wd,SUV
30990,2018,mercedes-benz,metris passenger,good,,gas,7896,clean,other,rwd,van
7500,2004,gmc,sierra,good,8 cylinders,gas,187265,clean,automatic,rwd,pickup
6980,2012,nissan,maxima,,6 cylinders,gas,170461,,automatic,fwd,sedan
21500,1990,toyota,hilux,new,4 cylinders,diesel,72000,clean,manual,4wd,truck
52990,2020,jaguar,e-pace p300 r-dynamic se,good,,gas,79,clean,other,,other
3000,2006,chevrolet,cobalt,,4 cylinders,gas,213149,clean,automatic,fwd,sedan
11980,2013,infiniti,g37 sedan,,6 cylinders,gas,0,,automatic,rwd,sedan
35590,2017,lincoln,navigator l select sport,good,6 cylinders,gas,76216,clean,automatic,4wd,SUV
29890,2013,tesla,model s,,,electric,61591,clean,automatic,rwd,sedan
57990,2020,mercedes-benz,e-class e 450,good,,other,6502,clean,other,,sedan
21688,2020,nissan,kicks,,,gas,7575,clean,automatic,fwd,
27988,2020,nissan,altima,,,gas,15139,clean,automatic,,
22488,2020,nissan,rogue,,,gas,17013,clean,automatic,fwd,
33988,2019,nissan,frontier,,,gas,11939,clean,automatic,4wd,
20977,2017,subaru,outback,,,gas,103664,clean,automatic,,
12977,2010,ford,f-150,,,gas,200224,clean,automatic,,
30990,2017,alfa-romeo,romeo giulia sedan 4d,good,,gas,19835,clean,other,rwd,sedan
28990,2006,,Bentley Continental GT,,12 cylinders,gas,148774,clean,automatic,,coupe
28998,2020,ford,edge sel,excellent,,gas,7943,clean,automatic,,
22590,2010,chevrolet,silverado 1500,good,8 cylinders,gas,71229,clean,other,,pickup
34159,2018,ram,1500 slt 4wd pickup truck,,,gas,48980,clean,automatic,,
39590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160,clean,other,,pickup
30990,2017,toyota,tundra double cab sr,good,8 cylinders,gas,41124,clean,other,,pickup
31499,2019,ram,1500 classic slt 4wd,,,gas,39364,clean,automatic,,
40000,1990,,Chevelot,excellent,,gas,29260,clean,automatic,,pickup
37164,2020,ford,edge st line,,,gas,12,clean,automatic,,
49900,2019,lexus,rx 450h,new,6 cylinders,hybrid,1900,clean,automatic,4wd,SUV
2800,1999,gmc,suburban k1500 4x4,good,8 cylinders,gas,300000,clean,automatic,4wd,SUV
51325,2020,ford,f150 lariat 4wd,,,gas,5503,clean,automatic,,
3900,2003,gmc,envoy,excellent,6 cylinders,gas,165000,clean,automatic,rwd,
12345,1997,toyota,tacoma,,6 cylinders,gas,255000,clean,manual,4wd,
34990,2018,jeep,grand cherokee trailhawk,good,6 cylinders,gas,37509,clean,other,4wd,other
27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,4wd,pickup
42532,2018,ford,f150 xlt 4wd,,,gas,22818,clean,automatic,,
11989,2016,dodge,journey sxt,excellent,,gas,112282,clean,automatic,,
34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,4wd,pickup
27345,2019,honda,crv touring suv,,,gas,23005,clean,automatic,,
31966,2019,ram,1500 classic slt,,,gas,31810,clean,automatic,,
36990,2018,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,23424,clean,other,4wd,pickup
39590,2020,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,1419,clean,other,rwd,coupe
99999999,1993,ford,ranger,,,gas,99999,clean,automatic,,
3000,2010,dodge,avenger r/t,,,gas,197456,clean,automatic,,
24590,2016,jeep,wrangler sport suv 2d,good,6 cylinders,gas,66313,clean,other,4wd,other
32990,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30041,clean,other,4wd,other
24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,,pickup
27990,2014,toyota,tacoma access cab pickup,good,,other,17805,clean,other,,pickup
25990,2019,acura,ilx premium pkg sedan 4d,good,,gas,5120,clean,other,fwd,sedan
10400,2011,toyota,sienna xle,excellent,6 cylinders,gas,159400,clean,automatic,,mini-van
1,2012,,all,good,,gas,100000,clean,automatic,,
33590,2014,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923,clean,other,,pickup
5500,2001,bmw,7 series,good,8 cylinders,gas,116000,clean,automatic,,
13250,2016,kia,soul,excellent,4 cylinders,gas,99000,clean,automatic,,
7600,2013,mazda,2,good,4 cylinders,gas,139000,clean,automatic,,
12525,2013,hyundai,tucson,excellent,4 cylinders,gas,134000,clean,automatic,,
33590,2014,toyota,tundra crewmax sr5 pickup,good,,other,55251,clean,other,,pickup
5300,2012,chevrolet,malibu,,,gas,145000,clean,automatic,,
31590,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,62496,clean,other,,other
29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,4wd,pickup
32990,2019,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,2676,clean,other,rwd,coupe
20682,2020,ford,ecosport titanium suv,,,gas,10,clean,automatic,,
3500,2004,honda,accord,good,,gas,212795,clean,automatic,,
10075,2012,toyota,corolla,excellent,4 cylinders,gas,111000,clean,automatic,,
34590,2018,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856,clean,other,,pickup
2200,2001,cadillac,deville,,,gas,103000,clean,automatic,,
30990,2019,ford,ranger supercrew xl pickup,good,,gas,5468,clean,other,,pickup
38990,2020,ford,f150 supercrew cab xlt,good,6 cylinders,gas,12231,clean,other,,pickup
12767,2016,chevrolet,equinox ls suv,,,gas,83443,clean,automatic,,
38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,rwd,other
34990,2018,ram,1500 quad cab big horn,good,6 cylinders,other,22064,clean,other,4wd,pickup
13000,1999,,1999 Corvette,excellent,8 cylinders,gas,139900,clean,automatic,rwd,
16900,2015,chevrolet,traverse l t,excellent,6 cylinders,gas,71363,clean,automatic,rwd,SUV
33993,2020,ford,ranger xlt,,,gas,3,clean,automatic,,
4200,2009,hyundai,sonata,excellent,4 cylinders,gas,93000,clean,automatic,fwd,sedan
43499,2020,chevrolet,silverado 1500 lt,,,gas,28710,clean,automatic,,
52905,2020,ford,f150 4x4 lariat,,,gas,7655,clean,automatic,,
0,2020,ford,f150 xlt 4wd,,,gas,759,clean,automatic,,
23590,2017,nissan,frontier king cab sv,good,,gas,37091,clean,other,fwd,pickup
17990,2013,subaru,xv crosstrek premium,good,,gas,57371,clean,other,,hatchback
30990,2016,chevrolet,colorado crew cab z71,good,,other,34940,clean,other,4wd,pickup
30990,2017,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,31095,clean,other,4wd,pickup
39590,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,10496,clean,other,rwd,coupe
9900,2012,mini,cooper countryman s,excellent,4 cylinders,gas,108301,clean,automatic,fwd,hatchback
10900,2012,mini,cooper hardtop s,excellent,4 cylinders,gas,92000,clean,automatic,fwd,hatchback
64998,2020,ford,expedition limited,excellent,,gas,26806,clean,automatic,,
16811,2018,ford,escape se,,,gas,40566,clean,automatic,,
24000,2018,toyota,camry,,,gas,38000,clean,automatic,,
17998,2017,toyota,camry se,excellent,,gas,43184,clean,automatic,,
24000,2018,honda,accord sport,excellent,4 cylinders,gas,49300,clean,automatic,,
63814,2020,ram,2500 laramie,,,diesel,18938,clean,automatic,,
35758,2018,ford,f150 xlt 4wd,,,gas,51758,clean,automatic,,
5850,2009,ford,fusion,good,4 cylinders,gas,228000,clean,automatic,,
4550,2002,lincoln,ls,good,6 cylinders,gas,221916,clean,automatic,,sedan
5325,2007,chevrolet,impala,good,6 cylinders,gas,349000,clean,automatic,,
54241,2020,ford,f150 lariat 4wd,,,gas,11994,clean,automatic,,
28082,2017,ford,explorer limited,,,gas,47596,clean,automatic,,
10000,1965,volvo,,,,gas,99999,clean,manual,,
31590,2020,mazda,mx-5 miata club,good,,gas,2195,clean,other,rwd,other
31590,2019,cadillac,xt4 sport suv 4d,good,,other,12102,clean,other,fwd,hatchback
27990,2020,ford,ranger supercab xl pickup,good,,gas,10688,clean,other,,pickup
26990,2016,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230,clean,other,,pickup
16590,2016,jeep,renegade sport suv 4d,good,,gas,35835,clean,other,4wd,other
16886,2019,hyundai,ioniq hybrid sel,,,hybrid,42672,clean,automatic,,
25737,2020,ford,escape sel suv,,,gas,15,clean,automatic,,
27990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,67245,clean,other,4wd,pickup
36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,4wd,pickup
34990,2018,ram,1500 crew cab slt pickup 4d,good,6 cylinders,gas,20894,clean,other,4wd,pickup
6900,2009,,volkwagen beetle convertible,excellent,5 cylinders,gas,89000,clean,automatic,fwd,convertible
25990,2019,ram,1500 classic regular cab,good,8 cylinders,gas,12302,clean,other,,pickup
2000,1991,pontiac,firebird,,,gas,178821,clean,manual,,
3800,1997,ford,crown victoria,,,gas,69017,clean,automatic,,
2800,2003,volvo,v70 wagon,,,gas,131692,clean,automatic,,
19256,2019,nissan,rogue s suv,,,gas,35071,clean,automatic,,
25590,2015,gmc,sierra 1500 regular cab,good,6 cylinders,other,35290,clean,other,,pickup
32500,2018,ford,f-150,like new,6 cylinders,gas,47000,lien,automatic,rwd,truck
14000,1958,chevrolet,astro van,excellent,8 cylinders,gas,77000,clean,automatic,,
51910,2020,ford,f150 lariat,,,gas,15168,clean,automatic,,
34978,2018,ford,f150 xlt 4wd f-150 4x4,,,gas,55060,clean,automatic,,
44998,2020,ford,explorer limited suv,,,gas,64,clean,automatic,,
32990,2019,chevrolet,silverado 1500 ld,good,,other,6897,clean,other,,pickup
38590,2019,ford,mustang gt coupe 2d,good,,other,17057,clean,other,rwd,coupe
31646,2020,chevrolet,blazer lt,,,gas,5267,clean,automatic,,
31990,2013,toyota,tundra double cab pickup,good,8 cylinders,gas,55068,clean,other,4wd,pickup
34990,2017,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728,clean,other,4wd,pickup
29990,2014,chevrolet,silverado 1500 double,good,8 cylinders,gas,26129,clean,other,4wd,pickup
22990,2012,toyota,tacoma access cab pickup,good,,gas,37725,clean,other,,pickup
